Date,Production & Import Tax (B),Corporate Income Tax (B),Personal Income Tax (B),Taxes from ROW (B),Total Tax Receipts (B),Sum Known Components,Other Taxes (B),Personal Income Tax (%),Corporate Income Tax (%),Production & Import Tax (%),Taxes from ROW (%),Other Taxes (%)
1962-04-01,3.723,21.268,45.964,0.19576244286346434,81.324,71.15076244286347,10.173237557136531,56.51960060990605,26.15218139786533,4.577984358860853,0.2407191516200191,12.509514481747738
1962-07-01,3.379,21.912,47.216,0.0748025997505188,83.648,72.58180259975052,11.066197400249479,56.446059678653405,26.195485845447593,4.039546671767407,0.08942544920442665,13.22948235492717
1962-10-01,3.785,21.968,48.384,0.06022837363815309,84.796,74.19722837363815,10.598771626361852,57.05929524977593,25.90688240011321,4.4636539459408455,0.0710273758646081,12.499141028305406
1963-01-01,3.345,22.048,48.832,0.19548304204177855,85.448,74.42048304204177,11.027516957958227,57.1482070967138,25.802827450613236,3.9146615485441445,0.22877427446140172,12.905529629667434
1963-04-01,3.937,23.624,49.008,0.254200247089386,87.496,76.82320024708939,10.672799752910606,56.01170339215508,27.000091432751212,4.4996342689951545,0.29052784937526976,12.198043056723288
1963-07-01,3.505,24.288,49.096,0.13902682177734377,88.356,77.02802682177735,11.32797317822265,55.5661188827018,27.488795327991312,3.9669066050975603,0.15734847862889195,12.820830705580436
1963-10-01,3.899,24.832,49.616,0.12421496243667603,89.54,78.47121496243669,11.068785037563316,55.41210632119723,27.73285682376591,4.354478445387536,0.1387256672288095,12.3618327424205
1964-01-01,3.413,24.408,47.992,0.22134418008422851,87.56,76.03434418008423,11.52565581991577,54.81041571493832,27.87574234810416,3.897898583828232,0.2527914345411472,13.163151918588134
1964-04-01,4.192,24.404,43.724,0.2716197636222839,83.648,72.59161976362228,11.05638023637772,52.271423106350426,29.174636572302987,5.011476664116297,0.3247175827542606,13.217746074476041
1964-07-01,3.686,24.94,45.36,0.15842066605758665,85.964,74.14442066605757,11.819579333942428,52.76627425433903,29.01214461867759,4.287841421990601,0.18428722029871417,13.74945248469409
1964-10-01,4.133,24.484,46.864,0.16314708486557009,87.432,75.64414708486557,11.787852915134437,53.600512398206604,28.003476987830545,4.727102205142282,0.1865988252191075,13.482309583601468
1965-01-01,3.902,26.284,50.504,0.24681683323287962,93.352,80.93681683323288,12.415183166767122,54.100608449738615,28.155797411946182,4.179878310052275,0.26439372828957025,13.299322099973349
1965-04-01,4.231,27.104,51.868,0.3039707060661316,94.828,83.50697070606614,11.321029293933861,54.696924958872906,28.582275277344245,4.461762348673387,0.32054952763543637,11.938487887474016
1965-07-01,3.428,27.596,50.384,0.20230584762573242,92.916,81.61030584762574,11.305694152374258,54.225321796030826,29.699944035472903,3.6893538249601794,0.2177298286901421,12.167650514845946
1965-10-01,3.866,29.424,51.516,0.2121784556732178,96.116,85.01817845567321,11.097821544326791,53.597736068916724,30.613009280452786,4.0222231470306715,0.22075248207709205,11.546279021522734
1966-01-01,3.067,30.244,54.392,0.27411071509170537,98.692,87.97711071509171,10.714889284908281,55.112876423620975,30.64483443440198,3.1076480363150005,0.27774360139799115,10.856897504264056
1966-04-01,4.053,30.152,58.0,0.32874278859710687,102.972,92.53374278859711,10.438257211402885,56.32599153167852,29.2817464941926,3.9360214427222937,0.31925454356243144,10.136985987844156
1966-07-01,3.506,29.7,59.836,0.24064808037185667,104.296,93.28264808037186,11.01335191962815,57.37132775945386,28.47664339955511,3.3615862545064044,0.23073567574198114,10.559706910742644
1966-10-01,3.823,29.02,62.18,0.26179478789138794,106.272,95.28479478789139,10.98720521210862,58.51023788015658,27.307286961758503,3.5973727792833485,0.24634408676922231,10.33875829203235
1967-01-01,3.372,27.808,62.856,0.2993395406951904,105.788,94.33533954069519,11.45266045930481,59.41694710175067,26.286535334820588,3.1875070896510005,0.2829617165417537,10.82604875723599
1967-04-01,3.914,27.52,62.648,0.3568737259635925,105.568,94.4388737259636,11.129126274036395,59.343740527432566,26.068505607759928,3.7075628978478328,0.33805104384244516,10.542139923117228
1967-07-01,3.727,27.764,65.156,0.2661970784721374,108.372,96.91319707847214,11.458802921527862,60.1225408777175,25.61916362159967,3.4390802052190605,0.24563270814614238,10.57358258731763
1967-10-01,4.151,29.384,66.884,0.30697779626846317,111.94,100.72597779626847,11.214022203731531,59.74986599964267,26.249776666071114,3.7082365552974803,0.27423422929110525,10.017886549697634
1968-01-01,3.846,32.956,68.832,0.33834902421951296,118.228,105.97234902421951,12.255650975780483,58.219711066752375,27.874953479717163,3.253036505734682,0.28618349648096303,10.366115451314819
1968-04-01,4.25,33.504,71.392,0.4074772314834595,121.904,109.55347723148344,12.350522768516555,58.564116025725156,27.48392177451109,3.4863499146869668,0.33426075558099777,10.131351529495797
1968-07-01,4.219,33.54,81.016,0.3356105561027527,132.152,119.11061055610276,13.04138944389723,61.30516375083238,25.379865609298385,3.1925358677886075,0.2539579848225927,9.86847678725803
1968-10-01,4.557,34.364,84.5,0.3919491958389282,136.584,123.81294919583894,12.771050804161064,61.86669009547238,25.159608738944527,3.3364083640836406,0.2869656737530956,9.350327127746342
1969-01-01,4.112,34.616,90.744,0.4099688792686463,143.02,129.88196887926864,13.13803112073137,63.44846874562998,24.203607887008808,2.8751223605090197,0.28665143285459815,9.186149573997602
1969-04-01,4.628,33.508,93.336,0.47671501990509035,145.064,131.94871501990508,13.115284980094913,64.34125627309326,23.098770197981583,3.190315998455854,0.32862393144066787,9.041033599028644
1969-07-01,4.435,32.244,90.776,0.40108222715377817,141.652,127.85608222715378,13.79591777284621,64.08381102984781,22.762827210346483,3.130912376810776,0.2831461801836742,9.739303202811262
1969-10-01,4.637,31.812,91.944,0.4489306993484497,142.068,128.84193069934844,13.226069300651574,64.71830391080327,22.39209392685193,3.2639299490384883,0.31599705728837574,9.309675156017944
1970-01-01,4.241,26.952,90.556,0.42208482030487066,135.748,122.17108482030487,13.57691517969512,66.70890178860832,19.854436161122084,3.1241712585084125,0.31093262538296745,10.001558166378231
1970-04-01,4.65,27.024,91.364,0.4789648051185608,136.872,123.51696480511858,13.355035194881438,66.75141738266409,19.74399438891811,3.397334736103805,0.34993629458074754,9.757317197733236
1970-07-01,4.492,27.904,86.34,0.3932778063735962,132.8,119.1292778063736,13.670722193626418,65.01506024096385,21.012048192771083,3.3825301204819276,0.2961429264861417,10.294218519297
1970-10-01,4.698,26.608,87.152,0.44911202211761475,132.3,118.90711202211762,13.392887977882395,65.87452758881331,20.111866969009824,3.5510204081632657,0.33946486932548353,10.12312016468813
1971-01-01,4.692,29.872,83.62,0.40813456121826164,133.248,118.59213456121826,14.655865438781731,62.755163304514895,22.418347742555238,3.5212536023054763,0.30629695096231213,10.998938399662082
1971-04-01,4.886,30.68,85.108,0.47166030158615113,134.872,121.14566030158616,13.726339698413852,63.10279376000949,22.747493920161336,3.622694109970935,0.34970957766337796,10.177308632194858
1971-07-01,4.666,29.752,86.292,0.3990190076522827,135.276,121.10901900765228,14.166980992347732,63.78958573582897,21.993553919394422,3.4492445075253557,0.29496659248668106,10.472649244764579
1971-10-01,4.748,30.092,88.192,0.47819887746429446,137.648,123.51019887746429,14.137801122535706,64.07067302103917,21.861559920957806,3.449378123910264,0.34740706545993727,10.270981868632822
1972-01-01,4.344,31.76,100.284,0.43492781704330447,150.632,136.8229278170433,13.809072182956697,66.57549524669393,21.084497317966967,2.8838493812735675,0.2887353397971908,9.167422714268348
1972-04-01,4.748,32.008,102.404,0.5037152229118347,153.08,139.66371522291183,13.41628477708818,66.89574078912986,20.909328455709435,3.1016461980663705,0.32905358172970645,8.764230975364631
1972-07-01,4.611,33.12,103.06,0.4377115448799134,155.1,141.2287115448799,13.871288455120094,66.4474532559639,21.353965183752415,2.9729206963249517,0.28221247252089837,8.943448391437842
1972-10-01,4.778,36.616,105.28,0.5122249804229737,161.256,147.186224980423,14.069775019577008,65.28749317854839,22.706751996824927,2.9629905243835886,0.3176470831615405,8.725117217081541
1973-01-01,4.704,39.288,104.5,0.4363223008117676,163.716,148.9283223008118,14.787677699188208,63.830047154829096,23.997654474822248,2.873268342739866,0.2665117036891737,9.032518323919597
1973-04-01,4.997,39.356,106.864,0.4957232841300965,166.456,151.71272328413008,14.74327671586991,64.19954822896142,23.643485365502,3.0019945210746384,0.29781040282723154,8.857161481634733
1973-07-01,5.017,37.588,110.976,0.42391313280487064,168.66,154.00491313280486,14.655086867195138,65.79864816791178,22.286256373769714,2.9746235029052532,0.2513418313796221,8.68913012403364
1973-10-01,5.081,39.444,115.984,0.5128640445976257,175.876,161.0218640445976,14.854135955402398,65.94646228024288,22.427164593236146,2.8889672269098687,0.29160547465124614,8.445800424959856
1974-01-01,4.786,37.372,119.528,0.4214157278442383,177.044,162.10741572784426,14.936584272155756,67.51316057025372,21.108876889360836,2.7032827997559927,0.23802881082908106,8.436650929800363
1974-04-01,5.112,39.296,124.82,0.486054199131012,184.556,169.714054199131,14.841945800869013,67.63258848262858,21.292182318645832,2.769890981599081,0.26336407330621164,8.04197414382031
1974-07-01,5.123,43.496,129.748,0.43120948531723025,193.832,178.79820948531722,15.033790514682778,66.93837962771885,22.440051178340006,2.6430104420322755,0.22246558118227655,7.756093170726598
1974-10-01,5.043,38.096,132.004,0.533689784450531,190.652,175.67668978445053,14.975310215549456,69.23819314772464,19.98195665400835,2.6451335417409734,0.27992876258865945,7.8547878939373605
1975-01-01,4.71,31.48,132.264,0.4521938114585876,183.944,168.9061938114586,15.037806188541396,71.90449267168269,17.1139042317227,2.5605619101465664,0.24583232476111622,8.175208861686926
1975-04-01,5.527,34.184,94.612,0.5353536818046569,150.556,134.85835368180463,15.697646318195382,62.84173330853635,22.705172826058075,3.6710592736257603,0.35558442161365666,10.426450170166172
1975-07-01,5.812,43.164,125.664,0.5189863165931702,192.616,175.15898631659317,17.457013683406842,65.24068613199319,22.409353324749762,3.0174025003115004,0.2694409169503936,9.063117125995161
1975-10-01,6.028,43.88,130.38,0.6730919135856628,198.704,180.96109191358565,17.74290808641436,65.61518640792335,22.083098478138336,3.0336581045172717,0.33874099846287076,8.929316010958189
1976-01-01,5.002,49.888,133.035,0.6234662666893006,204.383,188.5484662666893,15.834533733310707,65.09103007588693,24.40907511877211,2.4473659746652117,0.30504800628687345,7.74748082438887
1976-04-01,5.502,48.956,138.739,0.7317914466133117,209.755,193.9287914466133,15.826208553386692,66.14335772687183,23.33961049796191,2.6230602369431,0.3488791431018626,7.545092395121304
1976-07-01,5.514,48.488,144.527,0.7072613408088684,215.427,199.23626134080885,16.19073865919114,67.08861934669285,22.507856489669358,2.5595677422050165,0.32830673072960603,7.51564969070318
1976-10-01,5.356,47.496,150.087,0.8256561470375061,220.003,203.7646561470375,16.238343852962487,68.22043335772693,21.588796516411144,2.4345122566510455,0.3752931310198071,7.380964738191064
1977-01-01,5.265,51.0,155.268,0.6840028065681458,228.932,212.21700280656813,16.714997193431856,67.82275959673615,22.277357468593294,2.29980955043419,0.2987799025772482,7.30129348165912
1977-04-01,5.665,55.712,160.972,0.7436412074470521,239.908,223.09264120744706,16.815358792552928,67.09738733181054,23.22223519015623,2.3613218400386815,0.3099693246773981,7.009086313317159
1977-07-01,6.012,57.876,162.624,0.7178242724266053,244.424,227.2298242724266,17.194175727573395,66.53356462540503,23.67852584034301,2.459660262494681,0.2936799464973183,7.034569325259955
1977-10-01,5.781,58.124,171.188,0.8738361986961365,253.3,235.96683619869611,17.333163801303897,67.58310303987366,22.94670351362021,2.2822739834188708,0.34498073379239497,6.842938729294866
1978-01-01,5.671,54.444,173.36,0.7934211458435059,252.624,234.26842114584352,18.355578854156477,68.62372537842802,21.55139654189626,2.244838178478688,0.3140719590551594,7.265967942141869
1978-04-01,6.469,66.204,182.944,0.9073046790542603,275.452,256.52430467905424,18.92769532094576,66.41592727589561,24.03467754817536,2.3485035505278598,0.32938758079602265,6.871504044605143
1978-07-01,6.538,66.668,195.376,0.906168825050354,288.508,269.48816882505037,19.019831174949616,67.7194393223065,23.107851428729884,2.266141666782204,0.3140879369204161,6.592479645261004
1978-10-01,6.6,70.26,205.116,1.0659457821655274,302.716,283.04194578216556,19.674054217834453,67.75855917757899,23.209873280566605,2.180261367089946,0.35212733458605666,6.499178840178402
1979-01-01,6.269,66.636,211.591,0.9283429992637634,305.111,285.42434299926373,19.68665700073626,69.34885992310996,21.83992055350348,2.054662073802649,0.3042640217048102,6.452293427879121
1979-04-01,6.346,66.532,219.935,1.0262755750389099,313.483,293.8392755750389,19.64372442496108,70.15850939285384,21.223479423126612,2.0243521977268304,0.32737838257223195,6.266280603720483
1979-07-01,6.48,65.28,229.435,1.0565327134284974,321.235,302.25153271342856,18.983467286571454,71.42279016919078,20.32157143524211,2.017214811586533,0.32889713556383876,5.909526448416721
1979-10-01,6.589,62.148,238.563,1.282966612766266,327.619,308.58296661276626,19.036033387233772,72.81720535133798,18.969595780464502,2.0111776179037233,0.3916032381413367,5.810418012152461
1980-01-01,6.454,67.004,238.273,1.239510080718994,334.369,312.970510080719,21.39848991928102,71.26049364624112,20.03893901647581,1.9302028597148655,0.3707012554151234,6.399663222153075
1980-04-01,8.575,49.832,244.173,1.3856796095771788,329.157,303.96567960957714,25.191320390422845,74.18131772983713,15.139280039616354,2.6051397965104797,0.42097832024753506,7.6532841137885095
1980-07-01,9.335,55.952,252.789,1.4033856514511107,346.541,319.4793856514511,27.061614348548915,72.94634689690398,16.145852871665976,2.69376495133332,0.40496958554719664,7.809065694549538
1980-10-01,9.299,61.664,267.249,1.5614284038162234,367.909,339.77342840381624,28.135571596183752,72.6399734717009,16.76066636043152,2.5275271874295004,0.42440614494786033,7.64742683549023
1981-01-01,12.212,58.536,278.363,1.3547761038131714,389.143,350.46577610381314,38.67722389618683,71.53231588387817,15.042285226767541,3.1381779962635843,0.34814351120620735,9.939077381884509
1981-04-01,13.243,50.708,288.999,1.3981224974174502,393.071,354.3481224974174,38.722877502582605,73.5233583754589,12.90046836322191,3.369111432794584,0.35569210076994995,9.851369727754681
1981-07-01,12.267,52.7,301.399,1.3468053535804747,404.735,367.71280535358045,37.022194646419564,74.46823230014701,13.020865504589423,3.030872052083462,0.332762265082208,9.147267878097907
1981-10-01,12.207,44.764,295.899,1.4832208694915774,390.203,354.35322086949157,35.84977913050841,75.83206689851181,11.471977406631934,3.128371642452775,0.38011518863042504,9.187468863773065
1982-01-01,10.573,33.484,295.213,1.2216027827224731,373.505,340.49160278272245,33.01339721727754,79.03856708745532,8.964806361360624,2.8307519310317133,0.3270646397564887,8.838809980395856
1982-04-01,10.281,34.736,301.669,1.279429952163696,377.697,347.9654299521637,29.73157004783633,79.87063704503873,9.196790019512994,2.7220232090802945,0.33874506606186866,7.871804660306099
1982-07-01,9.936,35.424,289.737,1.253861533420563,366.537,336.3508615334205,30.18613846657945,79.0471357598278,9.66450863077943,2.710776811072279,0.34208320944967713,8.235495588870824
1982-10-01,10.166,31.724,295.765,1.5184817245407105,369.325,339.1734817245407,30.151518275459296,80.08258309077371,8.589724497393894,2.75258918296893,0.41115053801955204,8.163952690843917
1983-01-01,9.824,34.272,289.538,1.1360198327674866,366.026,334.7700198327675,31.255980167232508,79.10312382180501,9.363269275953073,2.68396234147301,0.31036588460040726,8.539278676168498
1983-04-01,11.358,46.256,295.282,1.2424116885643004,388.038,354.1384116885643,33.89958831143571,76.09615553115931,11.92048201464805,2.927032919456342,0.32017784046003234,8.736151694276257
1983-07-01,11.542,53.312,277.342,1.2163919060058594,377.326,343.41239190600584,33.913608093994185,73.50195851862844,14.128896497988475,3.0588933707192187,0.3223716112872846,8.987880001376578
1983-10-01,11.659,54.624,284.934,1.4018886822814938,386.546,352.6188886822815,33.92711131771847,73.71283107314525,14.131306493923104,3.016199883066957,0.36267059606915963,8.77699195379553
1984-01-01,11.458,64.816,287.888,1.2489169672660827,401.0,365.4109169672661,35.589083032733924,71.7925187032419,16.16359102244389,2.8573566084788027,0.31145061527832485,8.875083050557087
1984-04-01,11.874,63.8,294.596,1.323709420223236,407.192,371.59370942022326,35.598290579776744,72.3481797284819,15.668284249199393,2.9160690779779563,0.32508237397179607,8.742384570368952
1984-07-01,12.065,53.776,307.34,1.2653061843681337,409.792,374.4463061843681,35.345693815631876,74.9990238950492,13.122754958613154,2.9441765578635017,0.3087679077112617,8.625276680762894
1984-10-01,11.903,54.344,317.748,1.5130514583206176,420.74,385.5080514583206,35.2319485416794,75.52122450919808,12.916290345581594,2.8290630793364073,0.3596167367782045,8.373805329105718
1985-01-01,11.439,57.736,353.018,1.3687279001083374,458.534,423.56172790010834,34.972272099891654,76.98840216865051,12.59143269637584,2.4946895977179446,0.29850085274120075,7.626974684514487
1985-04-01,11.447,56.332,307.582,1.6811008616027832,411.414,377.04210086160276,34.371899138397225,74.76216171544965,13.692290490843773,2.782355486201247,0.4086153756563421,8.354576931848994
1985-07-01,11.799,60.828,340.03,1.883458084114075,449.822,414.540458084114,35.28154191588601,75.59212310647322,13.522682305445265,2.623037557078133,0.4187118647185053,7.843445166284887
